0	14.8763	0	5.545	0
1	14.2687	0.607577	5.7547	0.209696
2	14.2258	0.353399	5.27519	0.494558
3	14.1479	0.261767	5.06899	0.405967
4	13.6574	0.530752	5.06921	0.314461
5	13.9131	0.50318	5.18005	0.27966
6	14.2319	0.531492	5.18422	0.236392
7	14.8595	0.778292	5.01338	0.266643
8	14.4251	0.812306	5.08138	0.244792
9	14.564	0.739716	5.16065	0.232858
10	14.7593	0.697016	5.1553	0.210696
11	14.8507	0.642806	5.15938	0.192381
12	14.885	0.592295	5.22133	0.187496
13	15.0721	0.579396	5.20128	0.174742
14	15.3226	0.594721	5.06479	0.212352
15	15.1355	0.586942	5.12982	0.209011
16	14.9967	0.568542	5.2107	0.212339
17	15.0348	0.537379	5.12552	0.21756
18	14.899	0.526145	5.23193	0.231671
19	14.9054	0.499187	5.29091	0.227561
20	14.7919	0.488213	5.29379	0.216472
21	14.7012	0.474247	5.29123	0.206414
22	14.8265	0.470181	5.32687	0.20043
23	14.7497	0.456679	5.32266	0.191944
24	14.9059	0.465058	5.23967	0.201946
25	14.8665	0.448551	5.29371	0.20141
26	14.7336	0.451614	5.32325	0.196045
27	14.7791	0.437558	5.32855	0.188988
28	14.8703	0.431947	5.33706	0.182553
29	14.8654	0.417329	5.30635	0.179017
30	14.9543	0.413311	5.29364	0.173612
31	14.9121	0.402411	5.25589	0.172286
32	14.8594	0.393569	5.30332	0.173591
33	14.8866	0.382789	5.2666	0.172365
34	14.844	0.374127	5.23276	0.170755
35	14.7588	0.373445	5.26056	0.168258
36	14.7598	0.363213	5.29245	0.166725
37	14.7808	0.354153	5.27858	0.16287
38	14.7194	0.350385	5.29339	0.159329
39	14.6363	0.351481	5.37552	0.175675
40	14.6106	0.343758	5.38089	0.171421
41	14.6228	0.335694	5.36495	0.168047
42	14.6195	0.32781	5.33906	0.166121
43	14.7041	0.331273	5.34194	0.162327
44	14.7712	0.330697	5.33343	0.158907
45	14.7525	0.323971	5.34944	0.156236
46	14.7606	0.317109	5.35497	0.152976
47	14.7759	0.310806	5.33729	0.150796
48	14.7705	0.304445	5.31697	0.149078
49	14.7421	0.299645	5.32967	0.146617
50	14.7225	0.294363	5.33166	0.143727
51	14.7292	0.288724	5.32311	0.141196
52	14.7563	0.284522	5.32989	0.138671
53	14.7631	0.279285	5.32256	0.136276
54	14.7313	0.275989	5.3549	0.137629
55	14.748	0.271528	5.35788	0.135182
56	14.7685	0.267508	5.36693	0.133097
57	14.7811	0.263155	5.35712	0.131149
58	14.849	0.267433	5.33444	0.130887
59	14.8696	0.263741	5.34164	0.128889
60	14.8807	0.25962	5.34819	0.126927
61	14.8752	0.255458	5.33003	0.126176
62	14.9233	0.255931	5.32798	0.124174
63	14.9126	0.252126	5.34141	0.122954
64	14.8683	0.252141	5.34182	0.121048
65	14.8676	0.248292	5.3182	0.121519
66	14.8919	0.245764	5.3206	0.119715
67	14.8777	0.242537	5.31813	0.117967
68	14.9175	0.242295	5.29373	0.118779
69	14.9473	0.240656	5.28857	0.117184
70	14.9459	0.237246	5.30068	0.116156
71	14.9916	0.238353	5.2975	0.114575
72	14.9947	0.235085	5.28769	0.11342
73	14.9588	0.234639	5.3018	0.112763
74	14.918	0.235056	5.29986	0.111266
75	14.9194	0.231947	5.29986	0.109793
76	14.9199	0.228915	5.29459	0.108485
77	14.9241	0.226	5.28851	0.107258
78	14.9325	0.223279	5.2969	0.106223
79	14.9236	0.220649	5.30682	0.105355
80	14.9338	0.218144	5.30562	0.104053
81	14.9845	0.221368	5.29325	0.103519
82	14.9924	0.218825	5.29856	0.102402
83	14.9535	0.219663	5.3034	0.101291
84	14.9247	0.218968	5.30213	0.1001
85	14.9228	0.216415	5.30183	0.0989298
86	14.9384	0.214477	5.30514	0.0978417
87	14.9281	0.212276	5.30136	0.096797
88	14.9184	0.210102	5.30697	0.0958669
89	14.94	0.208875	5.29602	0.0954259
90	14.9944	0.213628	5.29155	0.0944771
91	14.9966	0.211304	5.28682	0.0935641
92	14.9506	0.214031	5.29287	0.0927498
93	14.9624	0.212075	5.29921	0.0919769
94	14.914	0.215351	5.29408	0.0911484
95	14.8962	0.213836	5.29783	0.0902721
96	14.9078	0.211934	5.28862	0.08981
97	14.9107	0.209781	5.28554	0.0889424
98	14.8844	0.209301	5.30131	0.0894406
99	14.8544	0.209363	5.32634	0.0920117
