-1.02086    0.795555    0.90359    
-0.427947    1.13898    0.167987    
0.635946    2.23171    -0.953014    
0.299775    0.615157    0.126348    
-0.417094    0.0853027    0.344494    
-0.720817    -0.577672    0.648666    
0.116816    -0.533315    -0.393966    
-2.96036    1.28961    -0.0864961    
0.680319    -1.08239    -0.580184    
-1.23391    1.02659    -1.92981    
-1.07564    1.05177    1.85822    
-0.859341    -1.41362    -0.154652    
0.353535    0.298328    -2.96148    
0.714799    0.717562    0.582832    
-0.389485    0.102201    -0.0932708    
0.0704895    -0.671786    -0.803526    
0.70286    -2.05389    -0.781854    
0.783541    -1.416    -0.705981    
0.301415    0.628747    0.649449    
1.38931    -1.09188    -1.31838    
0.229251    -0.129405    1.84073    
-0.575435    -0.107619    0.336946    
1.8914    0.669513    0.219887    
-0.655806    2.08454    -0.0501135    
-0.042653    -0.338775    1.2903    
0.242269    -0.350731    -0.651615    
0.354621    -0.975943    0.399249    
-0.320656    0.894959    0.0973587    
0.238675    1.70323    -2.7975    
-0.253756    0.545947    -0.434855    
0.0856768    -1.22836    0.0842831    
0.037754    -0.509967    -0.115197    
-0.0411207    -0.371267    0.358431    
0.227103    -0.148852    -0.162881    
-0.273873    0.615165    0.0500113    
-0.533388    1.01011    0.605225    
-0.436871    0.221672    -1.99117    
4.93024    0.935728    0.280456    
1.7407    -1.72004    1.54186    
-2.81997    -0.358508    -0.236174    
1.0482    0.500172    -0.615537    
0.0362767    -0.266914    -0.275209    
0.916678    -0.235402    0.25442    
0.197561    -1.06647    -4.35374    
-0.345544    -0.949099    -1.97022    
-1.30379    -1.65293    -0.0073236    
1.19791    0.797179    0.952757    
-0.178378    -0.940492    -0.855891    
-0.268336    -0.984853    -0.748216    
-0.528003    0.00282387    -0.705334    
0.666933    1.31783    0.583513    
-1.25705    -0.408943    2.45585    
3.12538    1.32766    -1.41083    
0.9176    0.55972    -0.885276    
1.24511    -0.620595    -0.199826    
1.2942    0.218154    -2.00089    
-2.24227    0.043246    -0.553711    
2.18572    -0.346046    -2.42848    
0.0590802    0.498351    -2.02473    
-0.344896    -0.259749    -0.293862    
1.29415    1.94182    0.0845561    
0.228081    0.170955    -0.574427    
0.601943    1.07513    0.173247    
-1.23926    -0.195945    0.330834    
0.288715    1.20408    -0.818209    
2.34787    -0.0575423    0.550635    
-0.64728    1.6018    -1.56433    
-0.469371    -0.862852    -0.107312    
0.973383    0.417779    -0.637509    
0.453125    -0.517115    -0.468557    
-0.326246    0.0469524    -0.837789    
-0.65852    0.616272    -0.5098    
-0.936114    -0.669388    0.439074    
0.362746    0.047536    -0.440073    
0.286518    -1.17092    0.187033    
-1.25342    0.617148    -0.317332    
-0.285073    -0.317149    0.737312    
1.0544    0.779066    1.32048    
-0.00402192    2.78728    0.918158    
