51  0  0  0       funzdue  4.95963  5.08227  0.0687962
52  0  0  0       funzdue  5.503  5.09021  0.067951
53  0  0  0       funzdue  4.58461  5.08085  0.0673349
54  0  0  0       funzdue  5.14948  5.08209  0.066111
55  0  0  0       funzdue  5.40801  5.08791  0.0651801
56  0  0  0       funzdue  5.95394  5.10311  0.0658044
57  0  0  0       funzdue  4.5643  5.09382  0.0653238
58  0  0  0       funzdue  5.78212  5.10548  0.0652583
59  0  0  0       funzdue  5.8741  5.11829  0.0654278
60  0  0  0       funzdue  4.86976  5.11422  0.0644751
61  0  0  0       funzdue  4.45115  5.10352  0.064322
62  0  0  0       funzdue  5.15895  5.1044  0.0632989
63  0  0  0       funzdue  4.82643  5.10006  0.0624532
64  0  0  0       funzdue  4.67591  5.09354  0.0618302
65  0  0  0       funzdue  4.82506  5.08947  0.0610219
66  0  0  0       funzdue  6.16716  5.10555  0.0622193
67  0  0  0       funzdue  4.96191  5.10344  0.0613339
68  0  0  0       funzdue  5.3796  5.10744  0.0605708
69  0  0  0       funzdue  5.34191  5.11079  0.0597931
70  0  0  0       funzdue  5.49375  5.11619  0.0591912
71  0  0  0       funzdue  5.22074  5.11764  0.0583814
72  0  0  0       funzdue  4.99773  5.11599  0.0575995
73  0  0  0       funzdue  4.04835  5.10157  0.0586191
74  0  0  0       funzdue  5.13539  5.10202  0.057834
75  0  0  0       funzdue  5.05483  5.1014  0.0570713
76  0  0  0       funzdue  4.94779  5.0994  0.0563606
77  0  0  0       funzdue  5.87517  5.10935  0.0565153
78  0  0  0       funzdue  5.43812  5.11351  0.0559503
79  0  0  0       funzdue  4.55078  5.10648  0.0556925
80  0  0  0       funzdue  4.98156  5.10493  0.0550223
81  0  0  0       funzdue  5.61236  5.11112  0.0546983
82  0  0  0       funzdue  4.35508  5.10201  0.0547977
83  0  0  0       funzdue  5.31959  5.1046  0.0542033
84  0  0  0       funzdue  5.06306  5.10411  0.053564
85  0  0  0       funzdue  5.11609  5.10425  0.0529377
86  0  0  0       funzdue  4.33583  5.09542  0.0530659
87  0  0  0       funzdue  6.08295  5.10664  0.0536463
88  0  0  0       funzdue  4.48822  5.09969  0.0534933
89  0  0  0       funzdue  4.64521  5.09464  0.0531361
90  0  0  0       funzdue  5.09887  5.09469  0.0525489
91  0  0  0       funzdue  4.46618  5.08786  0.0524217
92  0  0  0       funzdue  4.20244  5.07834  0.0527217
93  0  0  0       funzdue  4.78329  5.0752  0.0522522
94  0  0  0       funzdue  4.65808  5.07081  0.0518853
95  0  0  0       funzdue  4.88797  5.0689  0.0513773
96  0  0  0       funzdue  4.80206  5.06615  0.0509193
97  0  0  0       funzdue  4.39637  5.05932  0.0508583
98  0  0  0       funzdue  5.2517  5.06126  0.0503795
99  0  0  0       funzdue  4.65466  5.0572  0.0500386
