0  0  0  0       funzdue  4.5461  4.5461  0
1  0  0  0       funzdue  4.86029  4.7032  0.157096
2  0  0  0       funzdue  5.83974  5.08204  0.389556
3  0  0  0       funzdue  5.16413  5.10257  0.276221
4  0  0  0       funzdue  4.58636  4.99932  0.237566
5  0  0  0       funzdue  5.13212  5.02146  0.19523
6  0  0  0       funzdue  4.69811  4.97526  0.171343
7  0  0  0       funzdue  4.39941  4.90328  0.164925
8  0  0  0       funzdue  5.56406  4.9767  0.16293
9  0  0  0       funzdue  4.8852  4.96755  0.146016
10  0  0  0       funzdue  5.57353  5.02264  0.143105
11  0  0  0       funzdue  5.2114  5.03837  0.13158
12  0  0  0       funzdue  5.12605  5.04511  0.121224
13  0  0  0       funzdue  6.23523  5.13012  0.140792
14  0  0  0       funzdue  5.33664  5.14389  0.131791
15  0  0  0       funzdue  5.22223  5.14879  0.123376
16  0  0  0       funzdue  5.40211  5.16369  0.116846
17  0  0  0       funzdue  4.80961  5.14402  0.111906
18  0  0  0       funzdue  4.95182  5.1339  0.106335
19  0  0  0       funzdue  5.1637  5.13539  0.100889
20  0  0  0       funzdue  4.95165  5.12664  0.0963627
21  0  0  0       funzdue  5.64736  5.15031  0.0948779
22  0  0  0       funzdue  5.52965  5.1668  0.092147
23  0  0  0       funzdue  5.39381  5.17626  0.0887296
24  0  0  0       funzdue  6.66124  5.23566  0.103785
25  0  0  0       funzdue  5.05177  5.22859  0.0999642
26  0  0  0       funzdue  4.28124  5.1935  0.10239
27  0  0  0       funzdue  5.12805  5.19116  0.0986933
28  0  0  0       funzdue  4.93565  5.18235  0.095636
29  0  0  0       funzdue  4.77624  5.16882  0.0933796
30  0  0  0       funzdue  4.41814  5.1446  0.093507
31  0  0  0       funzdue  5.0136  5.14051  0.0906303
32  0  0  0       funzdue  4.87505  5.13246  0.0882085
33  0  0  0       funzdue  4.96796  5.12762  0.0857115
34  0  0  0       funzdue  5.52459  5.13897  0.0839959
35  0  0  0       funzdue  4.93137  5.1332  0.0818327
36  0  0  0       funzdue  5.42014  5.14095  0.0799672
37  0  0  0       funzdue  4.60286  5.12679  0.079112
38  0  0  0       funzdue  4.3378  5.10656  0.0796683
39  0  0  0       funzdue  5.48223  5.11596  0.0782169
40  0  0  0       funzdue  5.3064  5.1206  0.0764266
41  0  0  0       funzdue  5.64266  5.13303  0.0756134
42  0  0  0       funzdue  4.4875  5.11802  0.0753448
43  0  0  0       funzdue  5.0545  5.11657  0.0736266
44  0  0  0       funzdue  4.30515  5.09854  0.0741963
45  0  0  0       funzdue  4.68868  5.08963  0.0731104
46  0  0  0       funzdue  5.27758  5.09363  0.0716496
47  0  0  0       funzdue  5.20049  5.09586  0.0701764
48  0  0  0       funzdue  5.81876  5.11061  0.0702948
49  0  0  0       funzdue  4.64123  5.10122  0.0695114
50  0  0  0       funzdue  4.25723  5.08467  0.0701157
