1.003	25.6645
1.00601	33.1946
1.00903	24.7951
1.01205	25.1762
1.01509	24.5898
1.01814	29.2661
1.02119	23.6553
1.02425	27.6555
1.02733	22.5624
1.03041	30.4887
1.0335	25.1534
1.0366	22.8818
1.03971	20.8281
1.04283	26.2263
1.04596	20.3309
1.0491	24.5511
1.05224	24.8276
1.0554	24.7283
1.05857	25.4465
1.06174	27.0864
1.06493	20.5747
1.06812	30.2595
1.07133	20.3891
1.07454	22.9311
1.07776	23.9569
1.081	22.6616
1.08424	17.6847
1.08749	23.123
1.09075	18.6782
1.09403	28.3086
1.09731	27.2406
1.1006	28.3494
1.1039	23.8227
1.10721	23.2861
1.11054	24.7699
1.11387	25.2552
1.11721	25.8157
1.12056	28.261
1.12392	25.9202
1.12729	29.8951
1.13068	24.2058
1.13407	25.0001
1.13747	20.9575
1.14088	23.8184
1.14431	20.1241
1.14774	24.1841
1.15118	24.9861
1.15464	24.7431
1.1581	24.2824
1.16157	20.0183
1.16506	27.4049
1.16855	24.3819
1.17206	24.1231
1.17558	20.6469
1.1791	26.6195
1.18264	21.9669
1.18619	24.8574
1.18975	24.716
1.19331	21.9163
1.19689	26.8648
1.20049	21.3298
1.20409	24.506
1.2077	22.601
1.21132	24.6249
1.21496	21.7522
1.2186	22.5499
1.22226	25.4292
1.22592	24.1487
1.2296	21.7513
1.23329	22.0579
1.23699	23.0195
1.2407	24.6762
1.24442	19.1878
1.24816	19.8605
1.2519	18.8079
1.25566	24.1284
1.25942	25.6508
1.2632	22.0941
1.26699	25.6804
1.27079	25.2422
1.2746	25.7146
1.27843	17.7531
1.28226	19.5813
1.28611	24.5245
1.28997	23.3388
1.29384	23.1199
1.29772	20.527
1.30161	21.5329
1.30552	20.1155
1.30944	22.2811
1.31336	29.0885
1.3173	23.9659
1.32126	24.7549
1.32522	15.8259
1.32919	30.6356
1.33318	22.2093
1.33718	26.4377
1.34119	20.0602
1.34522	26.1366
1.34925	21.4765
1.3533	18.0979
1.35736	25.4193
1.36143	20.7631
1.36552	21.5009
1.36961	15.0221
1.37372	29.0034
1.37784	23.2019
1.38198	23.1818
1.38612	18.1264
1.39028	22.3587
1.39445	21.4695
1.39864	20.9416
1.40283	22.4554
1.40704	24.1313
1.41126	24.7826
1.41549	28.6254
1.41974	27.8532
1.424	18.071
1.42827	21.7825
1.43256	25.0146
1.43685	22.5418
1.44117	19.6967
1.44549	24.0116
1.44983	23.0317
1.45417	18.8328
1.45854	21.3812
1.46291	17.3122
1.4673	20.4114
1.4717	23.0502
1.47612	21.8175
1.48055	23.6099
1.48499	25.6126
1.48944	19.1814
1.49391	22.4531
1.49839	20.8333
1.50289	24.8947
1.5074	22.3836
1.51192	21.4229
1.51646	18.9566
1.521	23.3105
1.52557	24.1441
1.53014	17.4678
1.53474	24.8251
1.53934	21.017
1.54396	24.7907
1.54859	21.9513
1.55323	27.8927
1.55789	19.0126
1.56257	21.3905
1.56726	20.0412
1.57196	19.6387
1.57667	25.9287
1.5814	18.0473
1.58615	19.5283
1.59091	22.3445
1.59568	22.2688
1.60047	16.7734
1.60527	18.1269
1.61008	16.3593
1.61491	22.5482
1.61976	20.6782
1.62462	20.2008
1.62949	17.1125
1.63438	23.1146
1.63928	20.0549
1.6442	19.1414
1.64913	24.8106
1.65408	24.5051
1.65904	19.1138
1.66402	21.4677
1.66901	17.1919
1.67402	19.9139
1.67904	24.5106
1.68408	19.734
1.68913	21.7047
1.6942	20.3801
1.69928	19.2341
1.70438	19.9417
1.70949	21.7339
1.71462	18.1118
1.71976	15.6161
1.72492	22.2161
1.7301	19.7862
1.73529	19.5697
1.74049	22.3384
1.74572	23.7065
1.75095	19.3672
1.75621	15.8507
1.76147	22.1168
1.76676	19.7547
1.77206	17.3506
1.77738	19.3357
1.78271	19.611
1.78806	20.859
1.79342	17.7633
1.7988	22.113
1.8042	19.5137
1.80961	16.8482
1.81504	18.5529
1.82048	18.6205
1.82594	19.773
1.83142	17.0372
1.83692	22.6096
1.84243	21.9697
1.84795	17.6688
1.8535	16.3021
1.85906	19.7376
1.86464	18.9606
1.87023	15.712
1.87584	18.7406
1.88147	18.9264
1.88711	21.9268
1.89277	17.0425
1.89845	16.0079
1.90415	17.504
1.90986	21.9388
1.91559	17.9028
1.92134	17.9007
1.9271	18.3523
1.93288	18.5174
1.93868	14.7793
1.9445	19.1449
1.95033	17.5993
1.95618	15.7853
1.96205	17.449
1.96794	15.7445
1.97384	18.0611
1.97976	16.7333
1.9857	20.0959
1.99166	18.3562
1.99763	18.7031
2.00363	17.0894
2.00964	18.7502
2.01566	18.0125
2.02171	19.7117
2.02778	16.7428
2.03386	19.1642
2.03996	17.2502
2.04608	15.3764
2.05222	21.0255
2.05838	19.0068
2.06455	22.2938
2.07075	15.8702
2.07696	16.7839
2.08319	18.1935
2.08944	20.118
2.09571	14.566
2.10199	11.6803
2.1083	17.8505
2.11462	17.0472
2.12097	15.5276
2.12733	15.3221
2.13371	16.5216
2.14011	19.2339
2.14653	15.1808
2.15297	17.2457
2.15943	19.0107
2.16591	9.90116
2.17241	13.5057
2.17893	14.5599
2.18546	11.6538
2.19202	18.8439
2.1986	20.6882
2.20519	17.0258
2.21181	16.6667
2.21844	16.6409
2.2251	18.8873
2.23177	17.6903
2.23847	16.312
2.24518	16.9258
2.25192	18.825
2.25868	13.5788
2.26545	15.2117
2.27225	13.4426
2.27906	18.027
2.2859	16.3724
2.29276	16.5978
2.29964	16.4946
2.30654	13.9946
2.31346	12.0014
2.3204	12.9496
2.32736	17.8419
2.33434	18.128
2.34134	18.9095
2.34837	16.4178
2.35541	13.5436
2.36248	18.8597
2.36957	14.4359
2.37667	17.783
2.3838	14.9521
2.39096	13.8194
2.39813	19.2928
2.40532	15.7386
2.41254	14.4642
2.41978	16.5609
2.42704	14.106
2.43432	11.367
2.44162	13.5807
2.44894	15.9124
2.45629	17.6909
2.46366	13.3066
2.47105	17.2983
2.47846	14.2624
2.4859	14.8673
2.49336	12.0789
2.50084	15.7714
2.50834	15.1074
2.51587	16.249
2.52341	14.4364
2.53098	18.6021
2.53858	19.3841
2.54619	13.9128
2.55383	13.9501
2.56149	11.9371
2.56918	16.9637
2.57688	18.2672
2.58461	14.773
2.59237	13.291
2.60015	16.034
2.60795	15.154
2.61577	16.4299
2.62362	11.9333
2.63149	9.24603
2.63938	14.6221
2.6473	14.5811
2.65524	11.4064
2.66321	13.3741
2.6712	16.3462
2.67921	12.0179
2.68725	13.3935
2.69531	16.0544
2.7034	11.8062
2.71151	12.5286
2.71964	15.6132
2.7278	14.7082
2.73598	13.9215
2.74419	13.3857
2.75242	14.3397
2.76068	10.7685
2.76896	13.1016
2.77727	16.2746
2.7856	18.2137
2.79396	12.923
2.80234	15.156
2.81075	15.3996
2.81918	14.8966
2.82764	15.1561
2.83612	11.6509
2.84463	13.1715
2.85316	15.6
2.86172	11.1726
2.87031	12.0015
2.87892	15.1049
2.88756	13.2897
2.89622	12.6646
2.90491	17.3181
2.91362	17.8716
2.92236	14.2924
2.93113	14.4477
2.93992	13.6478
2.94874	15.6719
2.95759	13.4239
2.96646	10.7193
2.97536	15.2932
2.98429	13.9758
2.99324	12.1232
3.00222	15.6526
3.01123	11.4804
3.02026	11.7255
3.02932	12.3818
3.03841	17.0133
3.04752	15.6338
3.05667	15.0147
3.06584	14.9503
3.07503	13.9126
3.08426	13.8469
3.09351	10.6611
3.10279	12.8161
3.1121	13.1793
3.12144	13.8695
3.1308	9.22847
3.14019	11.6286
3.14961	11.4847
3.15906	9.53758
3.16854	13.1191
3.17805	8.09917
3.18758	15.7582
3.19714	14.0918
3.20673	13.9821
3.21635	13.5497
3.226	10.6065
3.23568	9.44933
3.24539	12.2078
3.25512	12.4036
3.26489	9.94662
3.27468	12.7652
3.28451	10.5959
3.29436	11.0185
3.30425	12.9434
3.31416	9.55804
3.3241	8.91196
3.33407	13.6142
3.34407	10.2632
3.35411	10.0779
3.36417	11.6044
3.37426	8.50905
3.38438	8.08277
3.39454	11.0044
3.40472	10.4404
3.41494	12.1926
3.42518	12.0712
3.43546	11.1396
3.44576	9.43609
3.4561	10.6916
3.46647	10.5707
3.47687	11.8102
3.4873	17.7141
3.49776	14.2495
3.50825	13.5289
3.51878	9.80718
3.52933	9.65456
3.53992	8.52382
3.55054	10.5262
3.56119	11.5303
3.57188	11.696
3.58259	8.80699
3.59334	10.2394
