0	1.44478	0
1	1.47666	0.0318785
2	1.47783	0.0184426
3	1.4855	0.0151258
4	1.48597	0.0117261
5	1.48104	0.0107696
6	1.48551	0.0101398
7	1.4892	0.00952338
8	1.48679	0.00873565
9	1.48354	0.00846329
10	1.48042	0.00826546
11	1.48555	0.00912153
12	1.48355	0.00862579
13	1.48205	0.00812526
14	1.48594	0.00850581
15	1.4854	0.00797495
16	1.48812	0.00797033
17	1.48814	0.00751453
18	1.49212	0.00814588
19	1.4946	0.00811624
20	1.49388	0.00775423
21	1.49357	0.00739983
22	1.49445	0.00712618
23	1.49781	0.00760225
24	1.49936	0.00745431
25	1.49791	0.00730656
26	1.49669	0.00713525
27	1.49926	0.00734077
28	1.49865	0.00710976
29	1.49904	0.00688005
30	1.49925	0.00665749
31	1.49794	0.00657721
32	1.49634	0.00657183
33	1.49655	0.00637897
34	1.49609	0.00621141
35	1.49714	0.00612794
36	1.49808	0.00603386
37	1.49834	0.00587882
38	1.49747	0.00579195
39	1.49691	0.00567305
40	1.49922	0.00599346
41	1.49857	0.00588451
42	1.49731	0.00588396
43	1.4958	0.00594342
44	1.49455	0.00594184
45	1.49473	0.0058139
46	1.49424	0.00570939
47	1.49394	0.00559751
48	1.49223	0.0057405
49	1.49298	0.0056742
50	1.49299	0.00556182
51	1.4923	0.00549666
52	1.49393	0.00563241
53	1.49345	0.00554758
54	1.49318	0.00545251
55	1.49422	0.00545415
56	1.49495	0.00540737
57	1.49522	0.00531978
58	1.495	0.00523319
59	1.49473	0.00515226
60	1.49373	0.00516539
61	1.49421	0.00510406
62	1.4942	0.0050224
63	1.49349	0.00499355
64	1.49334	0.00491861
65	1.49338	0.00484375
66	1.49298	0.00478766
67	1.49393	0.0048116
68	1.49383	0.00474241
69	1.49462	0.00474018
70	1.49502	0.00469
71	1.49561	0.00466123
72	1.49596	0.00461059
73	1.49619	0.00455342
74	1.49583	0.00450654
75	1.49536	0.0044718
76	1.49598	0.00445644
77	1.49593	0.00439914
78	1.4963	0.00435896
79	1.49666	0.00431912
80	1.49672	0.00426589
81	1.49673	0.00421354
82	1.49706	0.00417553
83	1.49721	0.00412831
84	1.49713	0.00408012
85	1.49754	0.00405302
86	1.49816	0.00405322
87	1.49877	0.00405274
88	1.49904	0.00401644
89	1.50012	0.00411462
90	1.50009	0.00406928
91	1.49999	0.00402596
92	1.49969	0.00399398
93	1.49923	0.00397721
94	1.49972	0.00396568
95	1.49989	0.00392764
96	1.50003	0.00388942
97	1.5014	0.00408579
98	1.50074	0.00409682
99	1.50107	0.00406898
