1.19956	-1.13607	-0.194656	
0.175962	-2.29455	2.15703	
0.0566634	-0.669642	0.0344608	
0.1255	0.232634	-0.250647	
0.426813	-1.6821	1.23645	
0.590248	-0.57832	-0.758358	
0.872203	-0.455572	-0.597328	
0.335474	1.72605	-1.40817	
-0.75093	-0.167388	-0.119734	
0.157386	0.352522	-1.02271	
-0.224177	0.731988	-0.414316	
-0.768283	0.0907767	0.476925	
-0.979538	-0.077267	-0.579942	
0.0696961	1.15752	0.686219	
0.627441	-0.313546	0.0309854	
-0.580067	0.747337	0.507519	
0.163468	0.144484	0.575761	
0.136061	-0.207766	-0.875875	
-0.256671	-0.49778	-0.22501	
-0.644757	-0.911067	0.608295	
-0.396557	-0.551372	0.814118	
-0.952509	0.602406	-0.71049	
1.84307	1.58583	-0.374852	
0.51194	-1.47369	0.313565	
-0.954102	0.151525	-0.370608	
-0.512139	-0.311391	-2.96963	
-2.23611	-0.15383	0.675949	
-0.0165426	0.441879	0.278559	
0.299239	0.217203	-1.91076	
-0.936228	2.19046	1.41327	
0.321858	-1.18671	0.0441705	
0.31942	-0.550535	0.454929	
0.556453	-0.392624	0.669256	
0.729998	2.3207	0.575111	
0.147663	0.0301234	0.152018	
-0.340073	1.30739	-0.414676	
-0.404365	1.25014	1.67934	
-0.540164	-0.315309	0.713901	
0.361591	-0.805649	-0.622043	
-1.34137	-0.218902	1.15709	
0.0725709	-0.119391	0.385278	
0.438596	0.683933	-0.327253	
-0.0686764	-0.0759596	-0.788925	
-2.54688	-1.19241	-0.869534	
-0.483633	2.43453	-0.00207527	
0.995206	1.21404	-1.75595	
-0.581622	-1.35139	1.37774	
0.685667	0.798079	0.361652	
-0.483681	-0.0171651	-0.090335	
-0.315932	0.0714141	0.0181038	
-1.27461	1.21282	2.13944	
-0.174539	0.76223	0.601428	
-0.351193	0.456601	1.7049	
-0.738784	-0.496748	-0.385086	
0.1908	0.204379	1.05632	
-0.407872	0.415824	-0.0635027	
1.43595	0.683046	0.979832	
0.828524	-0.218148	-0.890527	
-1.13093	1.04349	-0.0633316	
0.374339	-1.9353	-1.77688	
0.242413	0.128674	-1.53289	
1.19506	0.892012	-0.31587	
0.902525	-0.308985	0.147458	
-0.534867	0.8387	0.474933	
-0.255468	-0.012476	-0.540922	
0.662111	1.72816	1.12853	
-0.852188	0.326026	0.822338	
-1.037	0.447205	0.318794	
0.835597	0.703464	-2.33602	
-0.181992	1.0987	0.996341	
0.0752071	0.414266	-0.667089	
-0.369203	0.0432155	-0.481375	
0.896287	0.0556371	-1.10103	
0.361602	-0.0515612	-1.31542	
-0.306332	-0.801982	-0.414899	
-0.267738	-0.486265	-1.28256	
1.08519	1.4735	1.01732	
-0.425205	0.786402	-0.433013	
2.40453	-0.922851	-0.880209	
0.321531	0.0796654	-0.0949012	
-0.946413	-0.359588	0.782788	
-0.275277	-0.109997	-0.90708	
-1.57013	-1.12249	0.45323	
-0.356237	-1.5591	-0.0695719	
0.424946	-0.302701	0.35055	
0.41787	1.04074	-0.45906	
-0.227018	-0.912621	-0.395431	
1.04848	-0.337115	0.345005	
-1.44061	-0.192568	0.499187	
-1.30287	0.232622	-1.47871	
0.406595	0.243315	-0.0114421	
-0.387927	-0.77293	-0.375999	
