	1	0.0461329	nan
	1	0.0691993	nan
	1	0.0922657	nan
	1	0.115332	nan
	1	0.138399	nan
	1	0.161465	0
	1	0.184531	0
	1	0.207598	0
	1	0.230664	0
	1	0.253731	0
	1	0.276797	0
	1	0.299864	0
	1	0.32293	0
	1	0.345996	0
	1	0.369063	0
	1	0.392129	0
	1	0.415196	0
	1	0.438262	0
	1	0.461329	0
	1	0.484395	0
	1	0.507461	0
	1	0.530528	0
	1	0.553594	0
	1	0.576661	0
	1	0.599727	0
	1	0.622794	0
	1	0.64586	0
	1	0.668926	0
	1	0.691993	0
	1	0.715059	0
	1	0.738126	0
	1	0.761192	0
	1	0.784259	0
	1	0.807325	0
	1	0.830391	0
	1	0.853458	0
	1	0.876524	0
	1	0.899591	0
	1	0.922657	0
	1	0.945724	0.00290323
	1	0.96879	0.0466061
	1	0.991856	0.271941
	1	1.01492	0.936111
	1	1.03799	2.12346
	1	1.06106	3.38862
	1	1.08412	4.2341
	1	1.10719	4.5006
	1	1.13026	4.21927
	1	1.15332	3.40104
	1	1.17639	2.52075
	1	1.19945	1.70296
	1	1.22252	1.06988
	1	1.24559	0.604407
	1	1.26865	0.334607
	1	1.29172	0.168138
	1	1.31479	0.0836333
	1	1.33785	0.052
	1	1.36092	0.0457813
	1	1.38399	0.0624478
	1	1.40705	0.0993913
	1	1.43012	0.178648
	1	1.45319	0.279068
	1	1.47625	0.427053
	1	1.49932	0.58641
	1	1.52238	0.753358
	1	1.54545	0.866506
	1	1.56852	0.929553
	1	1.59158	0.877227
	1	1.61465	0.758703
	1	1.63772	0.609871
	1	1.66078	0.437604
	1	1.68385	0.306531
	1	1.70692	0.216297
	1	1.72998	0.187019
	1	1.75305	0.246019
	1	1.77612	0.418345
	1	1.79918	0.724786
	1	1.82225	1.1459
	1	1.84531	1.66205
	1	1.86838	2.13435
	1	1.89145	2.48669
	1	1.91451	2.59537
	1	1.93758	2.4312
	1	1.96065	2.08568
	1	1.98371	1.6052
	1	2.00678	1.14419
	1	2.02985	0.768909
	1	2.05291	0.526822
	1	2.07598	0.427827
	1	2.09905	0.448536
	1	2.12211	0.570551
	1	2.14518	0.7311
	1	2.16824	0.880834
	1	2.19131	0.976467
	1	2.21438	0.983635
	1	2.23744	0.873966
	1	2.26051	0.749096
	1	2.28358	0.626652
	1	2.30664	0.550843
	1	2.32971	0.563085
	2	0.0461329	nan
	2	0.0691993	nan
	2	0.0922657	nan
	2	0.115332	nan
	2	0.138399	nan
