1 1.3819612 0
2 1.38194915 1.205001912e-05
3 1.3819468 7.343264418e-06
4 1.381947925 5.312962303e-06
5 1.38195032 4.761579732e-06
6 1.381956083 6.952061658e-06
7 1.381961686 8.1184347e-06
8 1.38196805 9.483450667e-06
9 1.381975067 1.091713086e-05
10 1.38198196 1.19526139e-05
11 1.381989609 1.324379379e-05
12 1.381996133 1.373793247e-05
13 1.382002285 1.405466473e-05
14 1.382006871 1.37968604e-05
15 1.382009867 1.318879702e-05
16 1.382012531 1.262146239e-05
17 1.382013971 1.194285134e-05
18 1.382014694 1.128307169e-05
19 1.382014558 1.067359057e-05
20 1.382014715 1.012707493e-05
21 1.382016452 9.788195545e-06
22 1.382017891 9.442893568e-06
23 1.382018909 9.080218041e-06
24 1.382020113 8.776594748e-06
25 1.382020748 8.442167032e-06
26 1.38202125 8.126491126e-06
27 1.382022052 7.860722963e-06
28 1.382022914 7.623720947e-06
29 1.382023586 7.386762877e-06
30 1.382023353 7.140087655e-06
31 1.382022555 6.951932302e-06
32 1.382022512 6.731313368e-06
33 1.382022885 6.534761807e-06
34 1.382023729 6.39565933e-06
35 1.382024494 6.257163361e-06
36 1.382024778 6.087474654e-06
37 1.382025432 5.956746306e-06
38 1.382025776 5.808060131e-06
39 1.382026487 5.701663466e-06
40 1.382027082 5.589090741e-06
41 1.382027366 5.458425215e-06
42 1.382027619 5.332892628e-06
43 1.382027828 5.211581905e-06
44 1.382027909 5.092406592e-06
45 1.382028047 4.97985804e-06
46 1.382028543 4.89566987e-06
47 1.38202924 4.84080673e-06
48 1.382030017 4.802036471e-06
49 1.382031237 4.858694073e-06
50 1.382032298 4.877388743e-06
51 1.382033331 4.891203964e-06
52 1.382034194 4.873217577e-06
53 1.382034858 4.826318046e-06
54 1.382035509 4.780598843e-06
55 1.382036096 4.729456401e-06
56 1.382036521 4.663645787e-06
57 1.382037428 4.66995202e-06
58 1.382038359 4.682131018e-06
59 1.3820392 4.678369742e-06
60 1.382040002 4.669073273e-06
61 1.382040762 4.654464226e-06
62 1.382041706 4.675107425e-06
63 1.382042862 4.743187911e-06
64 1.382043714 4.745623726e-06
65 1.382044368 4.717543694e-06
66 1.382044992 4.687335653e-06
67 1.382045509 4.645650234e-06
68 1.382046024 4.60565813e-06
69 1.382046591 4.573795213e-06
70 1.382046951 4.522344008e-06
71 1.382047293 4.471257237e-06
72 1.38204771 4.428374534e-06
73 1.382047859 4.369837682e-06
74 1.382048008 4.312962302e-06
75 1.382048349 4.268727737e-06
76 1.382048601 4.219716289e-06
77 1.382048938 4.178114225e-06
78 1.382049038 4.125433299e-06
79 1.382049162 4.074752082e-06
80 1.382049165 4.023496202e-06
81 1.38204941 3.981051308e-06
82 1.382049811 3.952605981e-06
83 1.382050325 3.938421876e-06
84 1.382050655 3.905176139e-06
85 1.382050733 3.859751413e-06
86 1.38205061 3.816572119e-06
87 1.382050141 3.801500896e-06
88 1.382049333 3.844022902e-06
89 1.382048556 3.879154449e-06
90 1.382047701 3.929959535e-06
91 1.382046795 3.990873899e-06
92 1.382045921 4.042828139e-06
93 1.382045098 4.082887428e-06
94 1.382044201 4.137572685e-06
95 1.382043493 4.154631838e-06
96 1.382042836 4.163163747e-06
97 1.382042207 4.167795228e-06
98 1.382041715 4.15427384e-06
99 1.38204096 4.180962018e-06
100 1.38204039 4.177950401e-06
