1	1 0 0
1	2 0 0
1	3 0 0
1	4 0 0
1	5 0 0
1	6 0 0
1	7 0 0
1	8 0 0
1	9 0 0
1	10 0 0
2	1 0 0
2	2 0 0
2	3 0 0
2	4 0 0
2	5 0 0
2	6 0 0
2	7 0 0
2	8 0 0
2	9 0 0
2	10 0 0
3	1 0 0
3	2 0 0
3	3 0 0
3	4 0 0
3	5 0 0
3	6 0 0
3	7 0 0
3	8 0 0
3	9 0 0
3	10 0 0
4	1 0 0
4	2 0 0
4	3 0 0
4	4 0 0
4	5 0 0
4	6 0 0
4	7 0 0
4	8 0 0
4	9 0 0
4	10 0 0
5	1 0 0
5	2 0 0
5	3 0 0
5	4 0 0
5	5 0 0
5	6 0 0
5	7 0 0
5	8 0 0
5	9 0 0
5	10 0 0
6	1 0 0
6	2 0 0
6	3 0 0
6	4 0 0
6	5 0 0
6	6 0 0
6	7 0 0
6	8 0 0
6	9 0 0
6	10 0 0
7	1 0 0
7	2 0 0
7	3 0 0
7	4 0 0
7	5 0 0
7	6 0 0
7	7 0 0
7	8 0 0
7	9 0 0
7	10 0 0
8	1 0 0
8	2 0 0
8	3 0 0
8	4 0 0
8	5 0 0
8	6 0 0
8	7 0 0
8	8 0 0
8	9 0 0
8	10 0 0
9	1 0 0
9	2 0 0
9	3 0 0
9	4 0 0
9	5 0 0
9	6 0 0
9	7 0 0
9	8 0 0
9	9 0 0
9	10 0 0
10	1 0 0
10	2 0 0
10	3 0 0
10	4 0 0
10	5 0 0
10	6 0 0
10	7 0 0
10	8 0 0
10	9 0 0
10	10 0 0
11	1 0.0133564 0
11	2 0.0106851 0.00267128
11	3 0.00890427 0.00235585
11	4 0.00868166 0.00168064
11	5 0.00747958 0.00177193
11	6 0.00890427 0.00203049
11	7 0.0099219 0.00199511
11	8 0.00868166 0.00212686
11	9 0.0103883 0.00253594
11	10 0.0109522 0.00233726
12	1 0.888649 0
12	2 0.91983 0.0311807
12	3 0.953981 0.0386049
12	4 0.962704 0.0286577
12	5 0.964374 0.0222609
12	6 0.967343 0.0184169
12	7 0.955147 0.0197745
12	8 0.960755 0.01802
12	9 0.958435 0.0160606
12	10 0.956801 0.0144575
13	1 2.47914 0
13	2 2.52061 0.041476
13	3 2.53444 0.027651
13	4 2.57293 0.0431723
13	5 2.59904 0.0424276
13	6 2.58471 0.0374881
13	7 2.58283 0.0317393
13	8 2.57788 0.027929
13	9 2.57424 0.0248985
13	10 2.58641 0.0253785
14	1 2.26625 0
14	2 2.23392 0.0323285
14	3 2.23231 0.0187347
14	4 2.23554 0.0136362
14	5 2.22293 0.0164477
14	6 2.21803 0.0142967
14	7 2.21753 0.0120932
14	8 2.20281 0.0180664
14	9 2.21381 0.0193618
14	10 2.21388 0.0173178
15	1 1.51896 0
15	2 1.49864 0.0203185
15	3 1.48113 0.0210807
15	4 1.45871 0.0269228
15	5 1.45198 0.0219121
15	6 1.46081 0.0199506
15	7 1.46952 0.0189772
15	8 1.47728 0.0181734
15	9 1.47957 0.0161911
15	10 1.47104 0.0168083
16	1 1.03013 0
16	2 1.02952 0.0006132
16	3 1.01787 0.0116558
16	4 1.00928 0.0119002
16	5 1.011 0.00937634
16	6 1.01378 0.00814476
16	7 1.01261 0.00698196
16	8 1.01787 0.0080115
16	9 1.02236 0.00837503
16	10 1.02265 0.00749632
17	1 0.817095 0
17	2 0.774887 0.0422076
17	3 0.765147 0.026243
17	4 0.740526 0.0308309
17	5 0.741338 0.0238953
17	6 0.748012 0.0206203
17	7 0.75417 0.0184835
17	8 0.762577 0.0180805
17	9 0.756249 0.0171553
17	10 0.755299 0.0153735
18	1 0.646549 0
18	2 0.684553 0.0380041
18	3 0.658736 0.0338815
18	4 0.667475 0.025502
18	5 0.665599 0.0198427
18	6 0.659377 0.0173551
18	7 0.662493 0.0149949
18	8 0.662785 0.0129893
18	9 0.660019 0.0117847
18	10 0.659634 0.0105476
19	1 0.698229 0
19	2 0.667666 0.0305637
19	3 0.668096 0.0176512
19	4 0.653245 0.0193997
19	5 0.660348 0.016621
19	6 0.658769 0.0136625
19	7 0.657888 0.0115805
19	8 0.657657 0.0100317
19	9 0.650016 0.0116899
19	10 0.651049 0.0105067
20	1 0.711385 0
20	2 0.704411 0.0069745
20	3 0.717584 0.0137755
20	4 0.715841 0.00989554
20	5 0.71154 0.00878924
20	6 0.710998 0.00719686
20	7 0.707289 0.00712389
20	8 0.704217 0.006892
20	9 0.701483 0.00666466
20	10 0.702551 0.00605591
21	1 0.761487 0
21	2 0.784275 0.0227885
21	3 0.799584 0.020186
21	4 0.81653 0.0221558
21	5 0.79893 0.0245821
21	6 0.796079 0.0202727
21	7 0.788232 0.0188449
21	8 0.780594 0.018019
21	9 0.780808 0.0158927
21	10 0.779157 0.0143105
22	1 0.851682 0
22	2 0.881963 0.0302804
22	3 0.896519 0.0227488
22	4 0.924515 0.0322885
22	5 0.924355 0.0250111
22	6 0.926374 0.020521
22	7 0.921532 0.0180066
22	8 0.922842 0.015649
22	9 0.927755 0.0146498
22	10 0.927607 0.013104
23	1 1.06348 0
23	2 1.05824 0.0052391
23	3 1.07202 0.0141045
23	4 1.08196 0.0140833
23	5 1.09084 0.0140641
23	6 1.09054 0.011487
23	7 1.09192 0.00980473
23	8 1.0904 0.00862567
23	9 1.09394 0.00839093
23	10 1.09124 0.00797494
24	1 1.18835 0
24	2 1.19155 0.0032015
24	3 1.19956 0.00821579
24	4 1.19302 0.00874515
24	5 1.20586 0.0145116
24	6 1.20578 0.0118489
24	7 1.2158 0.0141602
24	8 1.21116 0.0131084
24	9 1.21296 0.0116988
24	10 1.21333 0.0104702
25	1 1.24406 0
25	2 1.23964 0.004418
25	3 1.24062 0.00273311
25	4 1.23817 0.00312415
25	5 1.24052 0.00337797
25	6 1.24496 0.00522256
25	7 1.24111 0.00585437
25	8 1.24056 0.00510004
25	9 1.23893 0.00478396
25	10 1.23959 0.00432952
26	1 1.25763 0
26	2 1.22251 0.0351215
26	3 1.20582 0.0262645
26	4 1.19736 0.0204078
26	5 1.18911 0.0178302
26	6 1.19207 0.0148564
26	7 1.18972 0.0127744
26	8 1.1943 0.0119738
26	9 1.19136 0.0109597
26	10 1.19446 0.0102787
27	1 1.10745 0
27	2 1.10808 0.00063
27	3 1.07919 0.0288878
27	4 1.06821 0.023191
27	5 1.06598 0.0181009
27	6 1.06303 0.0150711
27	7 1.06476 0.0128542
27	8 1.06679 0.0113158
27	9 1.07154 0.0110525
27	10 1.07362 0.010102
28	1 0.967977 0
28	2 0.991358 0.0233811
28	3 0.982265 0.0162758
28	4 0.979569 0.0118202
28	5 0.980602 0.00921396
28	6 0.979017 0.00768827
28	7 0.982506 0.00737505
28	8 0.985902 0.00723367
28	9 0.982265 0.00734346
28	10 0.981732 0.00658974
29	1 0.89907 0
29	2 0.881654 0.0174156
29	3 0.887339 0.0115504
29	4 0.89526 0.0113779
29	5 0.901392 0.0107365
29	6 0.896711 0.00993749
29	7 0.897204 0.00841313
29	8 0.898117 0.00734304
29	9 0.897981 0.00647738
29	10 0.897183 0.00584827
30	1 0.860151 0
30	2 0.869802 0.0096513
30	3 0.880131 0.0117359
30	4 0.888258 0.0116155
30	5 0.886226 0.00922387
30	6 0.886847 0.0075568
30	7 0.881582 0.00827711
30	8 0.883009 0.00730888
30	9 0.881748 0.00656791
30	10 0.880537 0.00599816
