0	0	0	0	0	0	0	0	0	0	0	0	0.674929	4.07182	3.43168	1.19323	0.181817	0.0952505	0.378817	0.778804	0.780419	0.354443	0.452283	1.64993	2.45473	1.45613	0.58121	0.769237	0.927733	0.652224	
0	0	0	0	0	0	0	0	0	0	0	0	0.703208	3.96837	3.5606	1.14295	0.186146	0.0904399	0.400341	0.781903	0.734141	0.36528	0.498851	1.63285	2.43411	1.44707	0.603871	0.761444	0.912131	0.712164	
0	0	0	0	0	0	0	0	0	0	0	0.00445438	0.65419	3.9716	3.52557	1.19078	0.200215	0.0865914	0.369347	0.784228	0.766395	0.371655	0.473239	1.62218	2.45669	1.42939	0.597156	0.788332	0.917936	0.683041	
0	0	0	0	0	0	0	0	0	0	0	0.00222719	0.684355	3.9619	3.55639	1.16748	0.183982	0.0865913	0.368486	0.795077	0.764291	0.354443	0.478478	1.60777	2.48664	1.45206	0.573656	0.775862	0.91975	0.686766	
0	0	0	0	0	0	0	0	0	0	0	0.00222719	0.697552	3.91179	3.63206	1.13314	0.179653	0.0894777	0.36332	0.826074	0.747463	0.36018	0.437149	1.6702	2.46995	1.44616	0.560227	0.771575	0.942608	0.669834	
0	0	0	0	0	0	0	0	0	0	0	0	0.703208	3.95543	3.64467	1.07796	0.186146	0.0779322	0.366764	0.807476	0.791638	0.346155	0.431911	1.66914	2.45326	1.48197	0.555192	0.76612	0.92737	0.648499	
0	0	0	0	0	0	0	0	0	0	0	0.00445438	0.690011	3.95867	3.55639	1.14418	0.198051	0.100061	0.396036	0.782679	0.728531	0.371017	0.480224	1.62752	2.40858	1.49647	0.611844	0.768068	0.889636	0.708778	
0	0	0	0	0	0	0	0	0	0	0	0.00222719	0.659846	3.90209	3.65448	1.15644	0.177488	0.0942884	0.365042	0.798952	0.758682	0.346156	0.447045	1.64352	2.5053	1.45251	0.554772	0.786773	0.897618	0.657304	
0	0	0	0	0	0	0	0	0	0	0	0	0.667388	4.06212	3.44009	1.19201	0.199133	0.0837049	0.360737	0.824525	0.762188	0.334043	0.476149	1.63765	2.45719	1.46973	0.589603	0.766899	0.897618	0.65087	
0	0	0	0	0	0	0	0	0	0	0	0.00445438	0.663617	3.94897	3.61665	1.15276	0.164501	0.0904399	0.33577	0.827624	0.783925	0.349343	0.445881	1.65686	2.46897	1.45523	0.564424	0.783266	0.920113	0.63089	
