1	0	0.841344
2	0.154656	0.686689
3	0.0951513	0.653811
4	0.0717452	0.67872
5	0.055869	0.684458
6	0.0552369	0.653309
7	0.0475818	0.644109
8	0.0461035	0.623432
9	0.0490493	0.650866
10	0.0478242	0.669906
11	0.0480624	0.69085
12	0.0476351	0.6723
13	0.0438797	0.674628
14	0.0467847	0.651424
15	0.0490663	0.628829
16	0.050177	0.649106
17	0.0495442	0.664374
18	0.0534564	0.690368
19	0.0531189	0.674095
20	0.0504573	0.676641
21	0.0480485	0.678919
22	0.0461323	0.673496
23	0.0517711	0.700646
24	0.0496666	0.70379
25	0.0476494	0.702776
26	0.0466305	0.693911
27	0.0487898	0.674751
28	0.047016	0.674456
29	0.0518636	0.699591
30	0.0512313	0.710274
31	0.0510563	0.72258
32	0.0506554	0.733632
33	0.0494825	0.739801
34	0.0513564	0.758049
35	0.0499688	0.754869
36	0.0499236	0.743285
37	0.0493762	0.73432
38	0.0491418	0.724062
39	0.0479171	0.726293
40	0.0467062	0.725818
41	0.0455888	0.72763
42	0.0463293	0.740554
43	0.0464055	0.750893
44	0.0456255	0.745784
45	0.0452161	0.753222
46	0.0456905	0.741732
47	0.0451174	0.747798
48	0.0441989	0.746133
49	0.0437756	0.739613
50	0.0429927	0.736661
51	0.0425691	0.730641
52	0.0417669	0.732071
53	0.0411178	0.728602
54	0.0404943	0.725177
55	0.040725	0.734029
56	0.0399999	0.734867
57	0.0396209	0.739962
58	0.039004	0.742334
59	0.0388805	0.748811
60	0.0382417	0.747752
61	0.0384225	0.755614
62	0.0378476	0.75367
63	0.0375888	0.748576
64	0.0371803	0.752265
65	0.0366749	0.749983
66	0.0367153	0.756596
67	0.0366865	0.750421
68	0.0361987	0.75243
69	0.0372648	0.763214
70	0.0368794	0.759881
71	0.0373869	0.768599
72	0.0370053	0.77183
73	0.0368428	0.766778
74	0.0363438	0.767184
75	0.035974	0.770097
76	0.0355006	0.769628
77	0.0351168	0.772
78	0.0356485	0.763679
79	0.0353285	0.760602
80	0.035001	0.757745
81	0.0346964	0.754742
82	0.0342712	0.754557
83	0.034249	0.749381
84	0.0341548	0.754017
85	0.0341463	0.748834
86	0.033762	0.747822
87	0.0334865	0.750592
88	0.0346942	0.760976
89	0.0349506	0.767677
90	0.0346409	0.770042
91	0.0348502	0.763645
92	0.0344719	0.764065
93	0.0343354	0.760044
94	0.0339683	0.760136
95	0.0337154	0.762814
96	0.0336205	0.758656
97	0.0333031	0.757219
98	0.0334529	0.762932
99	0.0331316	0.761829
100	0.032898	0.764384
