0	0	0	0	0.768234	1.64207	1.27408	0.988832	0.937165	0.913559	1.00707	1.01114	0.927556	0.982798	0.875786	0.874384	0.8777	0.95924	0.977177	0.959363	0.924162	0.957505	0.970926	0.965303	0.939671	0.994322	0.99624	1.01902	1.07214	0.999333	
0	0	0	0	0.550809	1.61293	1.37851	0.795251	0.823075	1.1811	1.04982	0.904239	0.887965	0.914906	0.919226	0.870704	0.941553	0.934225	1.07791	0.958588	0.93468	0.889931	0.934836	0.995185	1.00153	0.99115	0.934132	1.01318	1.08411	1.09246	
0	0	0	0	0.536315	1.31172	1.03736	1.14056	1.06348	0.982076	0.817412	0.832969	0.935097	0.94077	1.04394	1.00805	0.984843	0.987142	0.987509	0.946964	1.02163	0.914156	0.934253	0.962635	0.969619	0.958066	1.01219	0.95161	1.02461	1.03692	
0	0	0	0	0.753739	1.49633	1.07217	0.894657	0.916791	0.959237	1.02043	1.08464	0.886079	1.01189	1.02152	0.933249	0.946964	1.01312	0.98062	0.962462	0.988671	0.997029	0.923776	0.903938	0.979929	0.998855	1.01638	1.0198	1.00683	1.01897	
0	0	0	0	1.02914	1.81697	1.18357	0.973136	0.920866	1.11585	1.00707	0.964373	0.863456	1.03937	0.968269	0.878062	1.05627	1.00542	1.06069	1.04305	0.999188	0.92818	0.876627	0.935421	0.991221	0.953081	1.06171	0.984732	1.01699	1.00509	
0	0	0	0	0.826214	1.62264	1.49686	1.25043	1.03088	0.900508	0.937619	1.01337	1.00108	1.01674	0.95846	0.994565	1.06493	1.07373	0.930685	0.966338	1.02513	1.04357	0.910389	0.95303	0.921997	1.02333	0.991205	0.950831	1.07758	1.00678	
0	0	0	0	0.942175	2.14733	1.35066	1.12486	0.904567	0.907033	1.01242	0.873058	0.935096	1.04584	1.114	1.07673	1.08766	1.01793	0.958236	1.02291	1.11979	0.932006	0.942404	0.918345	1.00497	1.02106	1.00841	0.980835	0.987235	1.02744	
0	0	0	0	0.855205	2.29307	1.26711	1.03069	1.16127	1.23657	1.08187	0.919829	0.870997	0.924606	1.0033	1.06447	1.03246	1.07854	0.994395	1.05623	1.12891	1.06524	1.00993	1.04161	0.957345	0.960784	0.935391	0.944206	0.977439	1.03117	
0	0	0	0	0.884194	2.40967	1.64307	1.23473	1.1246	1.10932	1.01776	1.147	1.02182	1.11696	1.0019	0.93938	1.12662	0.982331	1.04519	1.08723	1.05038	1.0136	1.04951	0.987181	0.948017	0.914105	0.947981	1.01357	0.98651	0.98748	
0	0	0	0	1.1451	2.39024	1.22534	1.21904	1.06755	1.03102	1.17536	1.24723	1.10854	1.09595	1.17846	1.12824	1.12445	1.06219	0.917771	0.953163	0.992177	0.986829	0.987224	1.02293	0.912178	0.98979	1.01554	0.941868	0.977801	1.07925	
