1	1 0 0
1	2 0 0
1	3 0 0
1	4 0 0
1	5 0 0
1	6 0 0
1	7 0 0
1	8 0 0
1	9 0 0
1	10 0 0
2	1 0 0
2	2 0 0
2	3 0 0
2	4 0 0
2	5 0 0
2	6 0 0
2	7 0 0
2	8 0 0
2	9 0 0
2	10 0 0
3	1 0 0
3	2 0 0
3	3 0 0
3	4 0 0
3	5 0 0
3	6 0 0
3	7 0 0
3	8 0 0
3	9 0 0
3	10 0 0
4	1 0 0
4	2 0 0
4	3 0 0
4	4 0 0
4	5 0 0
4	6 0 0
4	7 0 0
4	8 0 0
4	9 0 0
4	10 0 0
5	1 0.768234 0
5	2 0.659522 0.108712
5	3 0.618453 0.0750076
5	4 0.652274 0.0629045
5	5 0.727648 0.0897521
5	6 0.744076 0.075101
5	7 0.772376 0.0694951
5	8 0.782729 0.0610686
5	9 0.794003 0.0550247
5	10 0.829113 0.0604558
6	1 1.64207 0
6	2 1.6275 0.014574
6	3 1.52224 0.105597
6	4 1.51576 0.0749488
6	5 1.576 0.0836628
6	6 1.58378 0.0687512
6	7 1.66428 0.0992859
6	8 1.74288 0.116495
6	9 1.81697 0.126666
6	10 1.8743 0.126972
7	1 1.27408 0
7	2 1.32629 0.0522156
7	3 1.22998 0.100918
7	4 1.19053 0.0815398
7	5 1.18914 0.0631758
7	6 1.24042 0.0727408
7	7 1.25617 0.063462
7	8 1.25754 0.0549768
7	9 1.30038 0.0646975
7	10 1.29287 0.0583517
8	1 0.988832 0
8	2 0.892041 0.0967902
8	3 0.97488 0.0999251
8	4 0.954824 0.0734489
8	5 0.958487 0.057011
8	6 1.00714 0.0673374
8	7 1.02396 0.0593432
8	8 1.0248 0.0513996
8	9 1.04813 0.0509795
8	10 1.06522 0.0486953
9	1 0.937165 0
9	2 0.88012 0.0570451
9	3 0.941239 0.0694283
9	4 0.935127 0.0494722
9	5 0.932275 0.038427
9	6 0.948709 0.035419
9	7 0.942403 0.0305915
9	8 0.969761 0.0380835
9	9 0.986965 0.0377363
9	10 0.995024 0.0347011
10	1 0.913559 0
10	2 1.04733 0.133772
10	3 1.02558 0.0802375
10	4 1.00899 0.059111
10	5 1.03036 0.0505289
10	6 1.00872 0.0465888
10	7 0.994194 0.041969
10	8 1.02449 0.0473174
10	9 1.03392 0.0427813
10	10 1.03363 0.0382658
11	1 1.00707 0
11	2 1.02844 0.0213711
11	3 0.9581 0.0714179
11	4 0.973683 0.0528496
11	5 0.980361 0.0414782
11	6 0.973237 0.0346079
11	7 0.978834 0.0297797
11	8 0.991714 0.0288271
11	9 0.994607 0.0255873
11	10 1.01268 0.0291633
12	1 1.01114 0
12	2 0.957692 0.0534525
12	3 0.916117 0.0517766
12	4 0.958249 0.0558161
12	5 0.959474 0.0432523
12	6 0.968456 0.0364399
12	7 0.954828 0.033678
12	8 0.950453 0.0294923
12	9 0.972292 0.0339624
12	10 0.999785 0.0409712
13	1 0.927556 0
13	2 0.90776 0.0197955
13	3 0.916872 0.0146169
13	4 0.909174 0.0128876
13	5 0.90003 0.0135374
13	6 0.916872 0.020145
13	7 0.919476 0.0172236
13	8 0.913416 0.0161
13	9 0.925461 0.0186196
13	10 0.943769 0.0247494
14	1 0.982798 0
14	2 0.948852 0.0339459
14	3 0.946158 0.019783
14	4 0.962592 0.0215812
14	5 0.977948 0.0226993
14	6 0.984414 0.0196294
14	7 0.993189 0.0187676
14	8 0.984616 0.0183756
14	9 0.999321 0.0218831
14	10 1.00898 0.0218281
15	1 0.875786 0
15	2 0.897506 0.0217196
15	3 0.946317 0.0503954
15	4 0.965117 0.0402901
15	5 0.965747 0.0312149
15	6 0.964533 0.0255158
15	7 0.985885 0.0303473
15	8 0.988062 0.0263716
15	9 0.9896 0.0233083
15	10 1.00849 0.0281301
16	1 0.874384 0
16	2 0.872544 0.00183965
16	3 0.917714 0.0451827
16	4 0.921598 0.0321842
16	5 0.912891 0.0264066
16	6 0.926503 0.0254984
16	7 0.947964 0.0304135
16	8 0.962527 0.0300967
16	9 0.959955 0.0266672
16	10 0.976783 0.0291907
17	1 0.8777 0
17	2 0.909627 0.0319265
17	3 0.934699 0.0311187
17	4 0.937765 0.0222169
17	5 0.961466 0.0292898
17	6 0.97871 0.0294836
17	7 0.994274 0.0293793
17	8 0.999047 0.0258871
17	9 1.01322 0.0268726
17	10 1.02434 0.0264846
18	1 0.95924 0
18	2 0.946732 0.0125072
18	3 0.960202 0.0152833
18	4 0.973431 0.0170821
18	5 0.97983 0.0146975
18	6 0.99548 0.0197217
18	7 0.998687 0.0169737
18	8 1.00867 0.0177685
18	9 1.00574 0.0159413
18	10 1.01139 0.015335
19	1 0.977177 0
19	2 1.02754 0.0503651
19	3 1.0142 0.0319941
19	4 1.0058 0.0241305
19	5 1.01678 0.0216762
19	6 1.00243 0.0227846
19	7 0.996118 0.0202651
19	8 0.995902 0.0175514
19	9 1.00138 0.0164191
19	10 0.993018 0.0168989
20	1 0.959363 0
20	2 0.958975 0.0003873
20	3 0.954972 0.00400997
20	4 0.956844 0.00339803
20	5 0.974086 0.0174419
20	6 0.972795 0.0142997
20	7 0.979954 0.0140466
20	8 0.989488 0.0154559
20	9 1.00035 0.0174279
20	10 0.995629 0.0162865
21	1 0.924162 0
21	2 0.929421 0.0052589
21	3 0.960156 0.0308846
21	4 0.967285 0.0229728
21	5 0.973665 0.018904
21	6 0.982243 0.0176586
21	7 1.00189 0.0246748
21	8 1.01777 0.0266215
21	9 1.02139 0.0237559
21	10 1.01847 0.0214478
22	1 0.957505 0
22	2 0.923718 0.0337867
22	3 0.920531 0.0197655
22	4 0.939655 0.0236872
22	5 0.93736 0.018491
22	6 0.955061 0.0232652
22	7 0.951768 0.0199366
22	8 0.965952 0.0223448
22	9 0.971246 0.0204052
22	10 0.972805 0.0183174
23	1 0.970926 0
23	2 0.952881 0.0180448
23	3 0.946672 0.0121282
23	4 0.940948 0.0103106
23	5 0.928084 0.0151418
23	6 0.925134 0.0127101
23	7 0.927601 0.0110216
23	8 0.937892 0.0140357
23	9 0.950294 0.0175221
23	10 0.953987 0.0161015
24	1 0.965303 0
24	2 0.980244 0.014941
24	3 0.974374 0.0104338
24	4 0.956765 0.0190922
24	5 0.952496 0.0153926
24	6 0.952585 0.0125683
24	7 0.947694 0.0116943
24	8 0.959434 0.0155044
24	9 0.962517 0.0140168
24	10 0.968558 0.0139169
25	1 0.939671 0
25	2 0.970601 0.0309298
25	3 0.970274 0.0178603
25	4 0.972687 0.0128578
25	5 0.976394 0.010627
25	6 0.967328 0.0125493
25	7 0.972705 0.0118912
25	8 0.970785 0.0104756
25	9 0.968255 0.00957868
25	10 0.962647 0.0102395
26	1 0.994322 0
26	2 0.992736 0.00158605
26	3 0.981179 0.0115929
26	4 0.985598 0.00931257
26	5 0.979094 0.00971232
26	6 0.986467 0.0108275
26	7 0.991409 0.0104001
26	8 0.987581 0.0097865
26	9 0.979417 0.0118803
26	10 0.980454 0.0106766
27	1 0.99624 0
27	2 0.965186 0.031054
27	3 0.980853 0.0238097
27	4 0.989735 0.0190356
27	5 1.00413 0.0206058
27	6 1.00198 0.0169619
27	7 1.00289 0.0143649
27	8 0.994456 0.015032
27	9 0.989292 0.0142272
27	10 0.991917 0.0129932
28	1 1.01902 0
28	2 1.0161 0.00292215
28	3 0.994605 0.0215638
28	4 1.0009 0.0164981
28	5 0.99767 0.0131823
28	6 0.989864 0.0132963
28	7 0.988574 0.0113112
28	8 0.983028 0.0112568
28	9 0.986421 0.0104916
28	10 0.981966 0.0103879
29	1 1.07214 0
29	2 1.07812 0.005986
29	3 1.06028 0.0181701
29	4 1.04692 0.0185382
29	5 1.04093 0.0155576
29	6 1.04704 0.0140947
29	7 1.0385 0.0146592
29	8 1.03086 0.0148128
29	9 1.02594 0.0139624
29	10 1.02112 0.0133839
30	1 0.999333 0
30	2 1.0459 0.0465626
30	3 1.0429 0.0270488
30	4 1.03692 0.0200402
30	5 1.03056 0.016778
30	6 1.02659 0.0142606
30	7 1.02671 0.012053
30	8 1.02727 0.010453
30	9 1.02285 0.010224
30	10 1.02849 0.0107442
